TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-06-12,2026-06-12,CM,BSE,STK,500002,INE117A01022,ABB,A,,,,,ABB INDIA LIMITED,6786.00,6843.35,6723.05,6766.10,6766.10,6723.00,,6770.50,,,11347,76961491.00,2619,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500003,INE208C01025,AEGISLOG,A,,,,,AEGIS LOGISTICS LTD.,959.90,975.95,913.35,944.55,944.55,927.75,,944.40,,,1912968,1817725259.00,38233,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500008,INE885A01032,ARE&M,A,,,,,Amara Raja Energy & Mobility L,812.00,825.00,806.90,823.45,823.45,796.05,,823.65,,,27167,22178074.00,1556,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500009,INE432A01017,AMBALALSA,B,,,,,AMBALAL SARABHAI ENTERPRISES L,31.99,33.30,31.51,32.40,32.40,31.52,,32.52,,,47964,1561225.00,283,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500012,INE714B01016,ANDHRAPET,X,,,,,ANDHRA PETROCHEMICALS LTD.,49.49,51.90,47.50,49.74,49.74,47.46,,49.74,,,225638,11272763.00,962,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500014,INE096A01010,UTIQUE,X,,,,,UTIQUE ENTERPRISES LIMITED,3.86,4.08,3.86,3.91,4.02,3.96,,3.91,,,4479,17690.00,47,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500016,INE957C01019,ARUNAHTEL,X,,,,,ARUNA HOTELS LTD.,8.04,8.04,7.46,7.85,7.85,7.71,,7.85,,,1390,10616.00,26,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500020,INE032A01023,BOMDYEING,A,,,,,BOMBAY DYEING & MFG.CO.LTD.,123.05,127.50,123.05,127.10,126.95,122.70,,127.15,,,54275,6833182.00,541,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500023,INE363A01022,ASIANHOTNR,B,,,,,ASIAN HOTELS (NORTH) LIMITED,270.05,299.15,270.05,295.80,295.80,293.65,,297.60,,,808,227167.00,74,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500027,INE100A01010,ATUL,A,,,,,ATUL LTD.,6585.00,6610.80,6500.00,6513.55,6513.55,6499.35,,6517.50,,,756,4953880.00,283,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500028,INE447A01015,ATVPR,X,,,,,ATV PROJECTS INDIA LTD.,28.49,28.99,27.11,27.38,27.38,27.63,,27.38,,,16348,453359.00,154,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500031,INE193E01025,BAJAJELEC,A,,,,,BAJAJ ELECTRICALS LTD.,308.50,312.00,304.00,311.00,311.00,304.95,,310.95,,,20077,6165630.00,1347,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500032,INE306A01021,BAJAJHIND,A,,,,,BAJAJ HINDUSTHAN SUGAR LIMITED,18.78,19.07,18.56,18.96,18.96,18.52,,18.94,,,414054,7787155.00,1211,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500033,INE451A01017,FORCEMOT,A,,,,,FORCE MOTORS LTD.,17486.95,17996.80,17191.00,17895.30,17895.30,17092.90,,17892.00,,,7631,133862889.00,1919,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500034,INE296A01032,BAJFINANCE,A,,,,,BAJAJ FINANCE LIMITED,882.00,921.00,880.70,918.65,918.65,870.30,,918.30,,,344086,309385013.00,6971,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500038,INE119A01028,BALRAMCHIN,A,,,,,BALRAMPUR CHINI MILLS LTD.,551.80,551.80,536.70,539.60,536.70,548.85,,539.95,,,15929,8631581.00,625,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500039,INE213C01025,BANCOINDIA,A,,,,,BANCO PRODUCTS (INDIA) LTD.,670.25,697.15,658.40,689.90,689.90,668.45,,689.55,,,48774,33244036.00,1751,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500040,INE055A01016,ABREL,A,,,,,ADITYA BIRLA REAL ESTATE LIMIT,1188.95,1226.40,1182.00,1198.40,1191.65,1182.65,,1198.40,,,22721,27279335.00,1826,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500041,INE459A01010,BANARISUG,B,,,,,BANNARI AMMAN SUGARS LTD.,3680.00,3680.00,3649.95,3649.95,3649.95,3624.15,,3615.60,,,59,215497.00,3,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500042,INE373A01013,BASF,A,,,,,BASF INDIA LTD.,3260.00,3365.35,3260.00,3352.95,3351.65,3253.95,,3355.60,,,2321,7707305.00,456,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500043,INE176A01028,BATAINDIA,A,,,,,BATA INDIA LTD.,669.95,671.50,658.60,669.00,670.05,657.70,,669.10,,,3431,2279037.00,364,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500048,INE258A01024,BEML,A,,,,,BEML LTD.,1734.15,1780.00,1734.15,1773.55,1777.00,1727.70,,1775.60,,,15718,27704557.00,1245,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500049,INE263A01024,BEL,A,,,,,BHARAT ELECTRONICS LTD.,407.85,409.05,403.40,406.55,406.55,402.35,,406.50,,,716078,290947189.00,12797,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500051,INE099C01010,BHAGGAS,XT,,,,,BHAGAWATI GAS LIMITED,7.10,7.10,7.10,7.10,7.10,6.97,,7.10,,,10877,77226.00,17,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500052,INE922A01025,BEPL,B,,,,,BHANSALI ENGINEERING POLYMERS,94.27,97.30,94.27,97.04,97.30,94.07,,97.15,,,17385,1674672.00,211,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500058,INE819C01011,BIHSPONG,X,,,,,BIHAR SPONGE IRON LTD.,12.40,13.15,12.11,12.70,12.78,12.40,,12.70,,,17906,228356.00,211,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500059,INE071A01013,BILVYAPAR,T,,,,,BIL VYAPAR LIMITED,4.07,4.07,4.04,4.04,4.04,3.98,,3.99,,,2124,8641.00,6,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500060,INE800A01015,BIRLACABLE,T,,,,,Birla Cable Limited,188.00,194.70,187.35,194.70,194.70,185.45,,194.32,,,8445,1637710.00,124,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500067,INE472A01039,BLUESTARCO,A,,,,,BLUE STAR LTD.,1568.65,1587.00,1554.80,1582.80,1582.00,1557.55,,1583.70,,,19079,29931786.00,1649,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500068,INE131C01011,DISAQ,B,,,,,DISA INDIA LTD.,10414.00,11405.00,10414.00,11379.75,11405.00,11258.00,,11379.00,,,48,543125.00,35,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500069,INE418C01012,QUESTCAP,X,,,,,QUEST CAPITAL MARKETS LIMITED,272.30,272.50,268.90,270.60,269.00,272.30,,270.60,,,411,111192.00,14,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500074,INE110A01019,BPL,B,,,,,BPL LTD.,54.00,54.00,51.29,51.84,51.95,51.03,,51.61,,,5151,266691.00,241,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500078,INE959C01023,OAL,B,,,,,ORIENTAL AROMATICS LIMITED,324.00,333.95,324.00,325.70,325.35,323.40,,326.75,,,607,197899.00,28,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500083,INE281A01026,CENTEXT,B,,,,,CENTURY EXTRUSIONS LTD.,19.98,20.25,19.46,19.92,19.92,19.70,,20.06,,,18035,356373.00,109,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500084,INE486A01021,CESC,A,,,,,CESC LTD.,168.75,170.20,167.80,168.30,168.50,167.95,,168.16,,,54726,9220968.00,935,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500085,INE085A01013,CHAMBLFERT,A,,,,,CHAMBAL FERTILISERS & CHEMICAL,468.50,471.50,465.85,470.15,468.90,466.35,,470.20,,,71426,33480405.00,1866,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500086,INE302A01020,EXIDEIND,A,,,,,EXIDE INDUSTRIES LTD.,391.00,393.80,388.00,391.90,392.50,385.70,,391.95,,,128656,50309471.00,3393,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500087,INE059A01026,CIPLA,A,,,,,CIPLA LTD.,1401.45,1401.45,1382.45,1388.80,1388.80,1383.00,,1389.40,,,18251,25373262.00,2570,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500089,INE303A01010,DICIND,B,,,,,DIC INDIA LTD.,482.10,498.00,482.10,498.00,498.00,512.00,,496.15,,,7,3390.00,3,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500092,INE007A01025,CRISIL,A,,,,,CRISIL LTD.,3977.75,3977.75,3852.50,3897.70,3897.70,3898.10,,3894.00,,,53536,207763982.00,844,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500093,INE067A01029,CGPOWER,A,,,,,CG Power and Industrial Soluti,924.95,924.95,897.55,914.05,915.15,901.30,,914.45,,,96209,87336603.00,3633,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500096,INE016A01026,DABUR,A,,,,,DABUR INDIA LTD.,422.15,428.80,420.45,426.15,426.70,422.20,,426.40,,,76827,32621145.00,2040,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500097,INE495A01022,DALMIASUG,B,,,,,DALMIA BHARAT SUGAR AND INDUST,324.20,328.75,324.20,328.15,328.00,323.60,,327.70,,,2956,965684.00,114,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500101,INE034A01011,ARVIND,A,,,,,ARVIND LTD.,502.95,504.20,492.00,494.70,496.00,492.90,,494.50,,,9500,4708957.00,391,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500103,INE257A01026,BHEL,A,,,,,BHARAT HEAVY ELECTRICALS LTD.,376.45,380.05,369.65,378.75,378.75,370.60,,378.75,,,323438,121466634.00,6467,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500104,INE094A01015,HINDPETRO,A,,,,,HINDUSTAN PETROLEUM CORPORATIO,376.35,390.95,372.00,388.75,388.75,365.70,,388.90,,,594316,226333906.00,10667,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500106,INE039A01010,IFCI,A,,,,,IFCI LTD.,72.31,84.63,72.31,84.63,84.63,70.53,,84.60,,,23166167,1899330384.00,44254,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500108,INE153A01019,MTNL,B,,,,,MAHANAGAR TELEPHONE NIGAM LTD.,28.98,31.91,28.73,30.83,30.76,28.55,,30.84,,,241021,7438437.00,1439,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500109,INE103A01014,MRPL,A,,,,,MANGALORE REFINERY & PETROCHEM,158.85,162.65,155.70,160.95,161.10,155.65,,161.01,,,449160,71370449.00,3209,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500110,INE178A01016,CHENNPETRO,A,,,,,CHENNAI PETROLEUM CORPORATION,1132.10,1158.80,1115.00,1136.35,1136.35,1140.60,,1137.60,,,96362,109484968.00,4054,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500112,INE062A01020,SBIN,A,,,,,STATE BANK OF INDIA,1018.95,1018.95,1004.40,1016.90,1016.90,1000.65,,1017.15,,,483190,489022155.00,15491,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500113,INE114A01011,SAIL,A,,,,,STEEL AUTHORITY OF INDIA LTD.,184.95,185.90,180.40,184.00,184.00,181.30,,184.09,,,510045,93268357.00,4259,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500114,INE280A01028,TITAN,A,,,,,TITAN COMPANY LIMITED,4050.15,4200.00,4050.15,4187.05,4187.05,4024.90,,4184.10,,,30729,126921108.00,4865,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500116,INE008A01015,IDBI,A,,,,,IDBI BANK LTD.,73.32,75.67,73.32,75.44,75.44,72.31,,75.40,,,786556,58724125.00,4063,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500117,INE500A01029,DCW,B,,,,,DCW LTD.,45.11,46.90,45.11,46.81,46.81,44.97,,46.74,,,99345,4600794.00,413,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500119,INE041A01016,DHAMPURSUG,B,,,,,DHAMPUR SUGAR MILLS LTD.,143.70,144.25,140.65,141.30,141.30,142.90,,141.27,,,9215,1307380.00,130,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500120,INE591D01014,DIAMINESQ,B,,,,,DIAMINES & CHEMICALS LTD.,245.00,258.50,243.60,258.50,258.50,241.35,,252.67,,,74,18684.00,7,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500123,INE280B01018,ELANTAS,B,,,,,ELANTAS BECK INDIA LTD.,9448.05,9571.75,9050.00,9561.10,9561.10,9310.40,,9548.50,,,87,818400.00,64,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500124,INE089A01031,DRREDDY,A,,,,,DR.REDDYS LABORATORIES LTD.,1288.25,1288.25,1266.00,1273.90,1273.80,1275.05,,1275.40,,,16559,21088367.00,1546,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500125,INE126A01031,EIDPARRY,A,,,,,E.I.D.-PARRY (INDIA) LTD.,712.25,731.00,712.25,729.30,727.75,710.10,,729.55,,,15082,10868973.00,1183,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500126,INE199A01012,PGHL,A,,,,,PROCTER & GAMBLE HEALTH LIMITE,6240.00,6322.65,6215.00,6273.55,6287.00,6187.70,,6287.00,,,477,2991787.00,178,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500128,INE086A01029,ELECTCAST,A,,,,,ELECTROSTEEL CASTINGS LTD.,69.51,72.13,69.51,71.74,71.60,69.34,,71.87,,,154486,10933524.00,2611,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500133,INE284A01012,ESABINDIA,A,,,,,ESAB INDIA LTD.,5686.55,5738.45,5676.50,5725.65,5738.45,5628.05,,5728.00,,,96,548193.00,37,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500135,INE255A01020,EPL,A,,,,,EPL LIMITED,219.80,225.40,218.00,224.65,223.90,217.25,,224.80,,,56005,12533005.00,1060,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500136,INE778B01029,ESTER,B,,,,,ESTER INDUSTRIES LTD.,87.07,88.82,86.79,88.05,88.05,85.10,,88.51,,,455,39573.00,52,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500142,INE512A01016,FGP,X,,,,,FGP LTD.,12.46,12.46,11.70,11.98,11.76,12.05,,11.98,,,8782,105521.00,37,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500143,INE160F01013,PHCAP,XT,,,,,PH CAPITAL LTD.,954.90,954.90,920.00,930.90,939.90,917.00,,930.90,,,1754,1630166.00,42,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500144,INE235A01022,FINCABLES,A,,,,,FINOLEX CABLES LTD.,1020.00,1039.95,1014.75,1035.20,1034.05,1013.05,,1035.80,,,46172,47585475.00,3405,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500147,INE515A01019,COCKERILL,B,,,,,JOHN COCKERILL INDIA LIMITED,9800.05,10200.00,9646.30,10029.05,10029.05,9659.90,,10014.00,,,5441,54133703.00,1604,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500148,INE516A01017,UFLEX,B,,,,,UFLEX LTD.,424.00,424.00,413.20,417.50,418.50,405.75,,417.40,,,2861,1191754.00,194,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500150,INE519A01011,FOSECOIND,B,,,,,FOSECO INDIA LTD.,4817.00,5064.00,4817.00,4952.60,4959.10,4625.90,,4934.10,,,185,918488.00,73,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500151,INE973A01010,GOLDENTOBC,Z,,,,,GOLDEN TOBACCO LTD.,26.10,26.10,25.01,25.90,25.90,25.00,,25.90,,,197,5074.00,7,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500153,INE388A01029,GANESHBE,B,,,,,GANESH BENZOPLAST LTD.,110.42,113.05,108.03,108.25,108.36,108.06,,108.28,,,15833,1746874.00,195,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500159,INE085D01033,METROGLOBL,B,,,,,METROGLOBAL LIMITED,128.90,134.90,125.10,133.55,134.90,130.00,,132.57,,,2668,353645.00,34,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500160,INE043A01012,GTL,B,,,,,GTL LTD.,8.15,8.60,8.15,8.46,8.45,8.27,,8.41,,,193082,1624593.00,413,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500163,INE260B01028,GODFRYPHLP,A,,,,,GODFREY PHILLIPS INDIA LTD.,2244.60,2306.80,2229.55,2300.90,2301.00,2191.10,,2301.00,,,15518,35293119.00,1864,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500164,INE233A01035,GODREJIND,A,,,,,GODREJ INDUSTRIES LTD.,1011.50,1068.65,1011.50,1039.65,1039.65,1010.25,,1038.00,,,10940,11341148.00,799,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500165,INE531A01024,KANSAINER,A,,,,,KANSAI NEROLAC PAINTS LTD.,218.15,220.00,213.85,216.40,218.20,216.00,,216.50,,,13219,2852113.00,379,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500166,INE300A01016,GOODRICKE,X,,,,,GOODRICKE GROUP LTD.,180.00,181.00,176.05,179.65,179.65,176.75,,179.65,,,918,165162.00,35,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500168,INE533A01012,GOODYEAR,B,,,,,GOODYEAR INDIA LTD.,724.50,735.00,724.00,729.90,729.90,724.00,,732.85,,,805,585785.00,114,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500170,INE537A01013,GTNINDS,X,,,,,GTN INDUSTRIES LTD.,23.90,24.30,23.30,23.80,23.80,23.91,,23.80,,,171,4063.00,5,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500171,INE539A01019,GHCL,A,,,,,GHCL LTD.,422.05,432.90,421.35,430.35,429.90,419.85,,430.45,,,30418,12957714.00,2863,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500173,INE538A01037,GFLLIMITED,B,,,,,GFL LIMITED,48.00,49.10,46.08,47.68,47.65,46.11,,48.15,,,10158,484657.00,93,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500174,INE540A01017,GLFL,T,,,,,GUJARAT LEASE FINANCING LTD.,6.50,6.78,6.50,6.69,6.78,6.84,,6.22,,,501,3349.00,4,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500179,INE236A01020,HCL-INSYS,B,,,,,HCL INFOSYSTEMS LTD.,12.35,12.35,11.76,12.19,12.10,11.76,,12.19,,,51830,628744.00,348,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500180,INE040A01034,HDFCBANK,A,,,,,HDFC BANK LTD.,755.00,774.45,752.80,772.40,772.40,744.60,,772.45,,,2246959,1716090227.00,70472,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500182,INE158A01026,HEROMOTOCO,A,,,,,HERO MOTOCORP LTD.,4924.40,4966.20,4868.70,4963.05,4963.05,4836.10,,4962.60,,,8995,44361439.00,1785,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500183,INE548A01028,HFCL,A,,,,,HFCL LIMITED,169.30,171.85,169.30,171.85,171.85,163.70,,171.86,,,359072,61429692.00,1960,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500184,INE019C01026,HSCL,A,,,,,Himadri Speciality Chemical Lt,690.85,692.15,667.65,680.15,680.15,680.45,,680.50,,,917205,622465512.00,12469,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500185,INE549A01026,HCC,A,,,,,HINDUSTAN CONSTRUCTION CO.LTD.,22.35,23.52,22.35,23.37,23.37,21.70,,23.37,,,2800681,64398318.00,4343,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500186,INE345A01011,HINDOILEXP,B,,,,,HINDUSTAN OIL EXPLORATION CO.L,161.75,177.85,157.35,165.70,166.60,167.75,,165.54,,,199293,33659686.00,2665,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500187,INE415A01038,AGI,A,,,,,AGI GREENPAC LIMITED,617.80,647.40,617.80,644.85,643.30,617.85,,645.70,,,23716,15129396.00,1116,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500188,INE267A01025,HINDZINC,A,,,,,HINDUSTAN ZINC LTD.,560.95,564.90,555.00,559.85,559.85,544.95,,559.90,,,151953,84951927.00,3315,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500189,INE353A01023,NDLVENTURE,B,,,,,NDL Ventures Limited,128.00,128.00,127.80,127.80,127.80,126.15,,129.56,,,60,7678.00,2,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500191,INE262A01018,HMT,Z,,,,,HMT LTD.,55.99,55.99,53.02,54.11,55.00,54.99,,55.27,,,5054,272625.00,31,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500192,INE962B01011,PRAGBOS,X,,,,,PRAG BOSIMI SYNTHETICS LTD.,1.70,1.88,1.70,1.85,1.85,1.82,,1.85,,,10563,18979.00,21,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500193,INE102A01024,HLVLTD,B,,,,,HLV LIMITED,7.80,7.93,7.72,7.84,7.75,7.62,,7.82,,,7413,58076.00,45,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500199,INE204A01010,IGPL,B,,,,,I G PETROCHEMICALS LTD.,429.00,437.70,429.00,437.65,437.70,427.10,,435.80,,,279,120739.00,34,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500201,INE560A01023,INDIAGLYCO,B,,,,,INDIA GLYCOLS LTD.,956.00,990.20,952.70,984.10,986.70,941.40,,986.65,,,1123,1085990.00,102,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500202,INE333C01013,INDLEASE,X,,,,,INDIA LEASE DEVELOPMENT LTD.,8.83,8.83,8.83,8.83,8.83,8.41,,8.83,,,984,8688.00,7,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500206,INE680B01019,MARGOFIN,X,,,,,MARGO FINANCE LIMITED,62.79,65.00,62.30,64.00,64.00,62.79,,64.00,,,786,50310.00,17,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500207,INE156A01020,INDORAMA,B,,,,,INDO RAMA SYNTHETICS (INDIA) L,45.49,46.33,44.12,45.13,45.16,44.44,,45.35,,,7488,338639.00,204,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500209,INE009A01021,INFY,A,,,,,INFOSYS LTD.,1121.20,1123.60,1111.50,1116.45,1116.45,1114.00,,1116.40,,,260436,290919684.00,9234,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500210,INE177A01018,INGERRAND,A,,,,,INGERSOLL-RAND (INDIA) LTD.,4039.95,4150.00,4022.00,4141.15,4123.10,4001.05,,4145.00,,,1370,5619277.00,269,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500213,INE262B01016,ITHL,X,,,,,INTERNATIONAL TRAVEL HOUSE LTD,305.00,309.75,298.55,301.85,304.95,299.15,,301.85,,,2197,661846.00,60,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500214,INE570A01022,IONEXCHANG,A,,,,,ION EXCHANGE (INDIA) LTD.,335.85,347.00,335.55,346.35,344.50,329.65,,345.70,,,30063,10236586.00,1130,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500215,INE209A01019,SUNDROP,B,,,,,SUNDROP BRANDS LIMITED,648.15,700.00,648.10,676.90,670.00,658.00,,686.60,,,789,517963.00,192,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500219,INE175A01038,JISLJALEQS,A,,,,,JAIN IRRIGATION SYSTEMS LTD.,29.95,31.22,29.95,31.05,31.05,29.64,,31.02,,,265140,8177582.00,969,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500220,INE711C01028,JASCH,X,,,,,JASCH INDUSTRIES LTD.,234.95,236.00,222.00,225.60,224.00,227.55,,225.60,,,2971,684464.00,64,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500227,INE197D01010,JINDALPOLY,B,,,,,JINDAL POLY FILMS LTD.,765.45,765.45,729.20,753.10,753.10,730.65,,752.10,,,9931,7473628.00,584,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500228,INE019A01038,JSWSTEEL,A,,,,,JSW STEEL LTD.,1296.00,1305.00,1286.10,1297.55,1297.45,1282.55,,1297.60,,,27798,36032256.00,2590,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500233,INE217B01036,KAJARIACER,A,,,,,KAJARIA CERAMICS LTD.,1092.75,1092.75,1072.00,1083.05,1082.25,1075.50,,1082.30,,,3297,3559999.00,366,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500234,INE437B01014,KAKATCEM,T,,,,,KAKATIYA CEMENT SUGAR & INDUST,119.70,125.65,119.40,125.65,125.65,119.70,,127.18,,,747,93473.00,13,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500235,INE907A01026,KSL,B,,,,,KALYANI STEELS LTD.,800.00,819.00,780.90,804.15,804.15,782.05,,807.30,,,1140,907208.00,248,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500238,INE716A01013,WHIRLPOOL,A,,,,,WHIRLPOOL OF INDIA LTD.,771.15,779.35,765.00,770.00,774.50,769.40,,769.95,,,115201,88726461.00,1594,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500239,INE104A01012,KGDENIM,X,,,,,KG DENIM LTD.,15.90,16.48,14.71,14.96,15.17,15.14,,14.96,,,37753,574790.00,220,F1,1,,,,,
2026-06-12,2026-06-12,CM,BSE,STK,500240,INE266B01017,KINETICENG,X,,,,,KINETIC ENGINEERING LTD.,223.35,223.40,216.00,218.20,218.20,216.05,,218.20,,,5505,1205403.00,96,F1,1,,,,,
